t,cumulative_accuracy,cumulative_fixed_baseline_accuracy,cumulative_clinical_baseline_accuracy,cumulative_regret,cumulative_fixed_baseline_regret,cumulative_clinical_baseline_regret
203,0.042212475617954395,0.03128191726866825,0.03977525822618978,8.611345026062695,6.381511122808321,8.114152678142707
204,0.042421904976723504,0.03180590971495144,0.03964209459159234,8.69649052022832,6.520211491565045,8.12662939127643
205,0.04267763531095303,0.03244581328260065,0.03952817659805111,8.79159287405632,6.683837536215724,8.142804379198529
206,0.04244253262729356,0.03219287379125504,0.03890945314946327,8.785604253849767,6.66392487478979,8.054256801938893
207,0.04282838854981472,0.03233009633829177,0.03920088962947315,8.908304818361465,6.724660038364685,8.15378504293042
208,0.04342165097373134,0.032017738556207154,0.0400879759906892,9.075125053509845,6.6917073582472995,8.37838698205404
209,0.043183801049830585,0.03204733788285273,0.03988286944107456,9.068598220464423,6.7299409553990825,8.375402582625668
210,0.043759408356396655,0.03267176490586844,0.04042789857696138,9.233235163199698,6.893742395138241,8.53028659973885
211,0.04378094654393962,0.03226457922908361,0.04093544992196439,9.281560667315203,6.840090796565727,8.678315383456447
212,0.04332175197630889,0.03216453891556011,0.040968290856143084,9.227533170953794,6.851046789014301,8.726245952358475
213,0.043097986163648724,0.031666829780727435,0.04021135966012319,9.222969039020834,6.776701573075674,8.605230967266364
214,0.04290814598719334,0.0315989139197271,0.04012732007074345,9.22525138724657,6.793766492741324,8.627373815209838
215,0.042677129218276606,0.0313601319046613,0.040332215458404,9.218259911147749,6.773788491406842,8.711758539015257
216,0.04299306370832121,0.03206257245876401,0.04120156948958379,9.329494824705705,6.957578223551791,8.940740579239684
217,0.042857910171320325,0.032033259807522335,0.040760667410644484,9.343024417347836,6.983250638039871,8.885825495520505
218,0.04303931056096827,0.03170147024239231,0.041015034346165574,9.425609012852057,6.942621983083914,8.982292521810255
219,0.04210376791603421,0.031564263658794264,0.04143731279525786,9.262828941527529,6.944138004934736,9.116208814956726
220,0.041377623292474644,0.030880924432667687,0.04008656776911421,9.144454747636892,6.824684299619555,8.859131476974243
221,0.040366308069513454,0.03051955986859872,0.03941797044176606,8.961320391431986,6.775342290828908,8.75078943807207
222,0.0405621235941929,0.029897234620239032,0.038753375299872585,9.045353561505022,6.667083320313316,8.642002691871587
223,0.0413969153670482,0.030190657754597023,0.03875398441107212,9.272909042218796,6.762707337029732,8.680892508080152
224,0.041248230316263484,0.030233228130169813,0.038240033929532215,9.280851821159294,6.802476329288203,8.604007634144745
225,0.040996024206825965,0.030280354906188644,0.03820929586886847,9.265101470742668,6.843360208798631,8.635300866364275
226,0.04067441698814845,0.030057893112827576,0.038587470926772005,9.233092656309696,6.823141736611861,8.759355900377246
227,0.04088727737731083,0.02975641963075719,0.037763695445752185,9.322299242026869,6.7844636758126295,8.6101225616315
228,0.04028431771626827,0.029781902025781293,0.037304007071153174,9.225108757025435,6.820055563903923,8.542617619294077
229,0.03986034220760495,0.029042183338950686,0.03663475485325234,9.167878707749137,6.679702167958657,8.42599361624804
230,0.039975649953024384,0.029242078935295134,0.03607921294267168,9.234375139148632,6.75492023405318,8.33429818975716
231,0.039717263785644115,0.028673556665821522,0.03633576151574324,9.21440519826943,6.652265146470589,8.429896671652433
232,0.03923361619007636,0.028567467317733672,0.03689095496065252,9.141432572287794,6.65621988503195,8.595592505832032
233,0.039228617963924024,0.02852973691028205,0.03571368152503517,9.179496603558215,6.675958437005996,8.357001476858223
234,0.03855827855168171,0.028158985255098242,0.03545434801497148,9.061195459645198,6.6173615349480865,8.331771783518292
235,0.03739429681289844,0.027371148273005477,0.03564508667396696,8.825054047844038,6.459590992429295,8.412240455056203
236,0.036918086313894274,0.027030404526422,0.035825767908464395,8.74958645639294,6.406205872762017,8.490706994306063
237,0.03664145005146715,0.026231518722542483,0.035047897499528254,8.720665112249177,6.243101455965108,8.341399604887723
238,0.036538608002404896,0.026735369499795443,0.0349566503333982,8.732727312574776,6.38975331045112,8.35463942968217
239,0.037048944236048716,0.02653889344899438,0.03484707086618927,8.891746616651695,6.369334427758651,8.363297007885423
240,0.036671029916667174,0.026016682845372455,0.03474944828876089,8.837718209916785,6.270020565734764,8.374617037591378
241,0.03660000190348009,0.02583710089053845,0.03542269913006113,8.857200460642174,6.252578415510301,8.572293189474786
242,0.03657936851489082,0.025353900693809925,0.0356232709772497,8.888786549118471,6.1609978685958104,8.656454847471673
243,0.03644582953898668,0.024286302046771797,0.03527799169215352,8.892782407512758,5.925857699412318,8.607829972885455
244,0.03687703654778661,0.024792260364125795,0.03534549501793193,9.034873954207718,6.074103789210823,8.659646279393318
245,0.037200645647215716,0.02444278323531435,0.0356651006116224,9.151358829215068,6.012924675887326,8.77361475045911
246,0.03601814038925812,0.024393386715681555,0.035267831473372,8.896480676146755,6.025166518773348,8.711154373922884
247,0.03569054931291972,0.023994655008443104,0.03513780153431142,8.851256229604093,5.950674442093896,8.714174780509234
248,0.035170896108391865,0.024323421381836866,0.035331636215805914,8.757553130989571,6.056531924077378,8.79757741773567
249,0.034562529147222874,0.02490487164349474,0.035070455402022714,8.64063228680572,6.22621791087368,8.767613850505674
250,0.034768322998612426,0.02551372968864386,0.03566911225979685,8.726849072651717,6.403946151849613,8.952947177209007
251,0.034996381545819945,0.025487385532573143,0.0358440046521653,8.819088149546621,6.422821154208435,9.032689172345663
252,0.035049189304178836,0.025567380965680942,0.03587177869098628,8.867444893957245,6.468547384317279,9.075560008819519
253,0.0348006132894704,0.025986763494893757,0.03535470451706832,8.839355775525487,6.60063792770302,8.98009494733535
